time,uptime_ms,tick,action,state,x,y,detail
2025-08-19 14:09:26,26,0,INIT,FALL,48,48,spawn
2025-08-19 14:09:27,353,0,REC_ON,FALL,48,48,
2025-08-19 14:09:27,354,0,SPEED,FALL,48,48,3
2025-08-19 14:09:29,2184,33,ENTER_STATE,LAND,48,704,FALL->LAND
2025-08-19 14:09:29,2931,49,ENTER_STATE,IDLE,48,704,LAND->IDLE
2025-08-19 14:09:31,5054,94,CMD,WALK_TO_LEFT,48,688,startClimbLeft
2025-08-19 14:09:31,5054,94,AI_DECISION,WALK_TO_LEFT,48,688,CLIMB_LEFT
2025-08-19 14:09:32,5575,105,WALK_EDGE_GRAB,GRAB_LEFT,0,688,LEFT
2025-08-19 14:09:32,5808,110,ENTER_STATE,CLIMB_LEFT,0,688,GRAB_LEFT->CLIMB_LEFT
2025-08-19 14:09:37,10852,217,AI_WALL,CLIMB_LEFT,0,46,PAUSE 47 ticks
2025-08-19 14:09:40,13439,272,ENTER_STATE,CEILING_ATTACH_LEFT,0,0,CLIMB_LEFT->CEILING_ATTACH_LEFT
2025-08-19 14:09:43,16260,332,ENTER_STATE,CEILING,0,0,CEILING_ATTACH_LEFT->CEILING
2025-08-19 14:09:43,16261,332,AI_TOP,CEILING,0,0,FLIP_DIR R
2025-08-19 14:09:44,17531,359,AI_TOP,CEILING,162,0,PAUSE 53 ticks
2025-08-19 14:09:56,29809,620,CEILING_EDGE_SWING,SWING_RIGHT,1408,0,RIGHT
2025-08-19 14:09:59,32636,680,ENTER_STATE,CLIMB_RIGHT,1408,0,SWING_RIGHT->CLIMB_RIGHT
2025-08-19 14:10:01,34618,722,AI_WALL,CLIMB_RIGHT,1408,252,FLIP_DIR DOWN
2025-08-19 14:10:01,34947,729,AI_WALL,CLIMB_RIGHT,1408,294,PAUSE 38 ticks
2025-08-19 14:10:06,39853,833,ENTER_STATE,DISMOUNT_RIGHT,1408,688,CLIMB_RIGHT->DISMOUNT_RIGHT
2025-08-19 14:10:08,41253,863,ENTER_STATE,IDLE,1408,688,DISMOUNT_RIGHT->IDLE
2025-08-19 14:10:18,51386,1078,CMD,WALK_TO_RIGHT,1408,688,startClimbRight
2025-08-19 14:10:18,51387,1078,AI_DECISION,WALK_TO_RIGHT,1408,688,CLIMB_RIGHT
2025-08-19 14:10:18,51433,1079,WALK_EDGE_GRAB,GRAB_RIGHT,1408,688,RIGHT
2025-08-19 14:10:18,51479,1080,ENTER_STATE,CLIMB_RIGHT,1408,688,GRAB_RIGHT->CLIMB_RIGHT
2025-08-19 14:10:23,56908,1195,ENTER_STATE,CEILING_ATTACH_RIGHT,1408,0,CLIMB_RIGHT->CEILING_ATTACH_RIGHT
2025-08-19 14:10:26,59731,1255,ENTER_STATE,CEILING,1408,0,CEILING_ATTACH_RIGHT->CEILING
2025-08-19 14:10:29,62362,1311,AI_TOP,CEILING,1072,0,FLIP_DIR L
2025-08-19 14:10:30,63635,1338,AI_TOP,CEILING,910,0,PAUSE 87 ticks
2025-08-19 14:10:35,68944,1451,AI_TOP,CEILING,754,0,PAUSE 107 ticks
2025-08-19 14:10:45,78320,1650,HANG_DROP,FALL,202,0,CEILING
2025-08-19 14:10:46,80013,1686,ENTER_STATE,LAND,202,706,FALL->LAND
2025-08-19 14:10:47,80760,1702,ENTER_STATE,IDLE,202,706,LAND->IDLE
2025-08-19 14:10:52,86126,1816,ENTER_STATE,WALK,202,688,setWalk
2025-08-19 14:10:52,86126,1816,FACE,WALK,202,688,LEFT
2025-08-19 14:10:52,86127,1816,AI_DECISION,WALK,202,688,WALK dir=L
2025-08-19 14:10:54,87874,1853,WALK_EDGE_GRAB,GRAB_LEFT,0,688,LEFT
2025-08-19 14:10:54,87963,1855,ENTER_STATE,CLIMB_LEFT,0,688,GRAB_LEFT->CLIMB_LEFT
2025-08-19 14:11:00,93179,1966,AI_WALL,CLIMB_LEFT,0,22,PAUSE 37 ticks
2025-08-19 14:11:01,95112,2007,ENTER_STATE,CEILING_ATTACH_LEFT,0,0,CLIMB_LEFT->CEILING_ATTACH_LEFT
2025-08-19 14:11:04,97932,2067,ENTER_STATE,CEILING,0,0,CEILING_ATTACH_LEFT->CEILING
2025-08-19 14:11:04,98075,2070,AI_TOP,CEILING,18,0,PAUSE 108 ticks
2025-08-19 14:11:17,110762,2339,AI_TOP,CEILING,984,0,FLIP_DIR L
2025-08-19 14:11:20,113633,2400,HANG_DROP,FALL,618,0,CEILING
2025-08-19 14:11:22,115333,2436,ENTER_STATE,LAND,618,706,FALL->LAND
2025-08-19 14:11:22,116083,2452,ENTER_STATE,IDLE,618,706,LAND->IDLE
2025-08-19 14:11:28,121488,2567,ENTER_STATE,WALK,618,688,setWalk
2025-08-19 14:11:28,121488,2567,FACE,WALK,618,688,RIGHT
2025-08-19 14:11:28,121489,2567,AI_DECISION,WALK,618,688,WALK dir=R
2025-08-19 14:11:34,127863,2702,WALK_EDGE_GRAB,GRAB_RIGHT,1408,688,RIGHT
2025-08-19 14:11:34,127997,2705,ENTER_STATE,CLIMB_RIGHT,1408,688,GRAB_RIGHT->CLIMB_RIGHT
2025-08-19 14:11:37,130633,2761,AI_WALL,CLIMB_RIGHT,1408,352,FLIP_DIR UP
2025-08-19 14:11:40,133381,2820,ENTER_STATE,CEILING_ATTACH_RIGHT,1408,0,CLIMB_RIGHT->CEILING_ATTACH_RIGHT
2025-08-19 14:11:43,136205,2880,ENTER_STATE,CEILING,1408,0,CEILING_ATTACH_RIGHT->CEILING
2025-08-19 14:11:47,141097,2984,AI_TOP,CEILING,784,0,FLIP_DIR R
2025-08-19 14:11:49,143123,3027,AI_TOP,CEILING,1042,0,PAUSE 53 ticks
2025-08-19 14:11:54,147504,3120,HANG_DROP,FALL,1282,0,CEILING
2025-08-19 14:11:56,149199,3156,ENTER_STATE,LAND,1282,706,FALL->LAND
2025-08-19 14:11:56,149951,3172,ENTER_STATE,IDLE,1282,706,LAND->IDLE
2025-08-19 14:12:01,154390,3266,ENTER_STATE,IDLE,1282,688,setIdle
2025-08-19 14:12:01,154390,3266,AI_DECISION,IDLE,1282,688,IDLE
2025-08-19 14:12:12,165383,3499,CMD,WALK_TO_RIGHT,1282,688,startClimbRight
2025-08-19 14:12:12,165383,3499,AI_DECISION,WALK_TO_RIGHT,1282,688,CLIMB_RIGHT
2025-08-19 14:12:13,166519,3523,WALK_EDGE_GRAB,GRAB_RIGHT,1408,688,RIGHT
2025-08-19 14:12:13,166610,3525,ENTER_STATE,CLIMB_RIGHT,1408,688,GRAB_RIGHT->CLIMB_RIGHT
2025-08-19 14:12:18,172050,3640,ENTER_STATE,CEILING_ATTACH_RIGHT,1408,0,CLIMB_RIGHT->CEILING_ATTACH_RIGHT
2025-08-19 14:12:21,174860,3700,ENTER_STATE,CEILING,1408,0,CEILING_ATTACH_RIGHT->CEILING
2025-08-19 14:12:26,180079,3811,AI_TOP,CEILING,742,0,PAUSE 81 ticks
2025-08-19 14:12:27,181001,3830,DRAG_START,DRAG,742,0,
2025-08-19 14:12:28,181229,3835,DRAG_SHORT_LIFT,IDLE,742,688,
2025-08-19 14:12:30,183243,3877,DRAG_START,DRAG,742,688,
2025-08-19 14:12:30,183732,3888,DRAG_END,FALL,914,283,
2025-08-19 14:12:31,184792,3911,ENTER_STATE,LAND,914,699,FALL->LAND
2025-08-19 14:12:32,185482,3925,DRAG_START,DRAG,914,699,
2025-08-19 14:12:33,186286,3942,DRAG_END,FALL,803,-47,
2025-08-19 14:12:34,187986,3979,ENTER_STATE,LAND,803,705,FALL->LAND
2025-08-19 14:12:35,188731,3995,ENTER_STATE,IDLE,803,705,LAND->IDLE
2025-08-19 14:12:39,192994,4085,DRAG_START,DRAG,803,688,
2025-08-19 14:12:40,193742,4101,DRAG_SHORT_LIFT,IDLE,806,688,
2025-08-19 14:12:41,194554,4118,DRAG_START,DRAG,806,688,
