time,uptime_ms,tick,action,state,x,y,detail
2025-08-19 21:46:04,113,0,INIT,FALL,48,48,spawn
2025-08-19 21:46:06,1250,0,REC_ON,FALL,48,48,
2025-08-19 21:46:06,1250,0,SPEED,FALL,48,48,3
2025-08-19 21:46:08,3267,33,ENTER_STATE,LAND,48,701,FALL->LAND
2025-08-19 21:46:08,4018,49,ENTER_STATE,IDLE,48,701,LAND->IDLE
2025-08-19 21:46:10,6125,94,ENTER_STATE,IDLE,48,688,setIdle
2025-08-19 21:46:10,6125,94,AI_DECISION,IDLE,48,688,IDLE
2025-08-19 21:46:25,21172,415,CMD,WALK_TO_LEFT,48,688,startClimbLeft
2025-08-19 21:46:25,21173,415,AI_DECISION,WALK_TO_LEFT,48,688,CLIMB_LEFT
2025-08-19 21:46:26,21695,426,WALK_EDGE_GRAB,GRAB_LEFT,0,688,LEFT
2025-08-19 21:46:26,21876,430,ENTER_STATE,CLIMB_LEFT,0,688,GRAB_LEFT->CLIMB_LEFT
2025-08-19 21:46:32,27293,545,ENTER_STATE,CEILING_ATTACH_LEFT,0,0,CLIMB_LEFT->CEILING_ATTACH_LEFT
2025-08-19 21:46:34,30096,605,ENTER_STATE,CEILING,0,0,CEILING_ATTACH_LEFT->CEILING
2025-08-19 21:46:39,34376,696,AI_TOP,CEILING,546,0,PAUSE 54 ticks
2025-08-19 21:46:42,38101,775,AI_TOP,CEILING,696,0,PAUSE 42 ticks
2025-08-19 21:46:45,40930,835,AI_TOP,CEILING,804,0,FLIP_DIR L
2025-08-19 21:46:47,42496,868,DRAG_START,DRAG,606,0,
2025-08-19 21:46:48,43362,886,DRAG_RELEASE_BACK_TO_CEILING,CEILING,620,0,
2025-08-19 21:46:48,44163,903,DRAG_START,DRAG,518,0,
2025-08-19 21:46:49,44817,917,DRAG_END,FALL,555,38,
2025-08-19 21:46:51,46326,950,ENTER_STATE,LAND,555,691,FALL->LAND
2025-08-19 21:46:51,47077,966,ENTER_STATE,IDLE,555,691,LAND->IDLE
2025-08-19 21:47:02,57443,1187,CMD,WALK_TO_LEFT,555,688,startClimbLeft
2025-08-19 21:47:02,57443,1187,AI_DECISION,WALK_TO_LEFT,555,688,CLIMB_LEFT
2025-08-19 21:47:06,61903,1282,WALK_EDGE_GRAB,GRAB_LEFT,0,688,LEFT
2025-08-19 21:47:06,62040,1285,ENTER_STATE,CLIMB_LEFT,0,688,GRAB_LEFT->CLIMB_LEFT
2025-08-19 21:47:06,62088,1286,AI_WALL,CLIMB_LEFT,0,682,FLIP_DIR UP
2025-08-19 21:47:07,62940,1304,AI_WALL,CLIMB_LEFT,0,574,PAUSE 95 ticks
2025-08-19 21:47:13,69188,1437,AI_WALL,CLIMB_LEFT,0,346,PAUSE 87 ticks
2025-08-19 21:47:30,85394,1582,ENTER_STATE,CEILING_ATTACH_LEFT,0,0,CLIMB_LEFT->CEILING_ATTACH_LEFT
2025-08-19 21:47:32,88208,1642,ENTER_STATE,CEILING,0,0,CEILING_ATTACH_LEFT->CEILING
2025-08-19 21:47:34,90177,1684,AI_TOP,CEILING,252,0,PAUSE 84 ticks
2025-08-19 21:47:39,94260,1771,AI_TOP,CEILING,270,0,PAUSE 32 ticks
2025-08-19 21:47:40,95957,1806,AI_TOP,CEILING,288,0,PAUSE 39 ticks
2025-08-19 21:47:46,101618,1927,AI_TOP,CEILING,780,0,PAUSE 84 ticks
2025-08-19 21:47:48,103388,1963,DRAG_START,DRAG,780,0,
2025-08-19 21:47:48,103815,1972,DRAG_END,FALL,812,86,
2025-08-19 21:47:49,105229,2003,ENTER_STATE,LAND,812,691,FALL->LAND
2025-08-19 21:47:50,105976,2019,ENTER_STATE,IDLE,812,691,LAND->IDLE
2025-08-19 21:48:02,118104,2270,ENTER_STATE,WALK,812,688,setWalk
2025-08-19 21:48:02,118105,2270,FACE,WALK,812,688,RIGHT
2025-08-19 21:48:02,118105,2270,AI_DECISION,WALK,812,688,WALK dir=R
2025-08-19 21:48:08,123301,2372,WALK_EDGE_GRAB,GRAB_RIGHT,1408,688,RIGHT
2025-08-19 21:48:08,123452,2375,ENTER_STATE,CLIMB_RIGHT,1408,688,GRAB_RIGHT->CLIMB_RIGHT
2025-08-19 21:48:11,127128,2453,AI_WALL,CLIMB_RIGHT,1408,220,FLIP_DIR DOWN
2025-08-19 21:48:15,130791,2531,ENTER_STATE,DISMOUNT_RIGHT,1408,688,CLIMB_RIGHT->DISMOUNT_RIGHT
2025-08-19 21:48:16,132181,2561,ENTER_STATE,IDLE,1408,688,DISMOUNT_RIGHT->IDLE
2025-08-19 21:48:23,139210,2711,ENTER_STATE,WALK,1408,688,setWalk
2025-08-19 21:48:23,139211,2711,FACE,WALK,1408,688,LEFT
2025-08-19 21:48:23,139212,2711,AI_DECISION,WALK,1408,688,WALK dir=L
2025-08-19 21:48:32,147318,2883,DRAG_START,DRAG,391,688,
2025-08-19 21:48:32,147454,2886,DRAG_SHORT_LIFT_SOFTDROP,IDLE,397,688,
2025-08-19 21:48:33,148297,2904,DRAG_START,DRAG,397,688,
2025-08-19 21:48:33,148627,2911,DRAG_END,FALL,675,453,
2025-08-19 21:48:34,149366,2927,ENTER_STATE,LAND,675,698,FALL->LAND
2025-08-19 21:48:34,150160,2943,ENTER_STATE,IDLE,675,698,LAND->IDLE
2025-08-19 21:48:43,159183,3135,ENTER_STATE,WALK,675,688,setWalk
2025-08-19 21:48:43,159183,3135,FACE,WALK,675,688,RIGHT
2025-08-19 21:48:43,159184,3135,AI_DECISION,WALK,675,688,WALK dir=R
2025-08-19 21:48:49,165063,3260,WALK_EDGE_GRAB,GRAB_RIGHT,1408,688,RIGHT
2025-08-19 21:48:50,165283,3265,ENTER_STATE,CLIMB_RIGHT,1408,688,GRAB_RIGHT->CLIMB_RIGHT
2025-08-19 21:48:51,166596,3293,AI_WALL,CLIMB_RIGHT,1408,520,FLIP_DIR DOWN
2025-08-19 21:48:52,167907,3321,ENTER_STATE,DISMOUNT_RIGHT,1408,688,CLIMB_RIGHT->DISMOUNT_RIGHT
2025-08-19 21:48:54,169304,3351,ENTER_STATE,IDLE,1408,688,DISMOUNT_RIGHT->IDLE
2025-08-19 21:49:04,179950,3578,ENTER_STATE,WALK,1408,688,setWalk
2025-08-19 21:49:04,179950,3578,FACE,WALK,1408,688,RIGHT
2025-08-19 21:49:04,179950,3578,AI_DECISION,WALK,1408,688,WALK dir=R
2025-08-19 21:49:04,179997,3579,WALK_EDGE_GRAB,GRAB_RIGHT,1408,688,RIGHT
2025-08-19 21:49:04,180043,3580,ENTER_STATE,CLIMB_RIGHT,1408,688,GRAB_RIGHT->CLIMB_RIGHT
2025-08-19 21:49:10,185458,3695,ENTER_STATE,CEILING_ATTACH_RIGHT,1408,0,CLIMB_RIGHT->CEILING_ATTACH_RIGHT
2025-08-19 21:49:13,188262,3755,ENTER_STATE,CEILING,1408,0,CEILING_ATTACH_RIGHT->CEILING
2025-08-19 21:49:23,199132,3987,AI_TOP,CEILING,304,0,PAUSE 35 ticks
2025-08-19 21:49:26,202080,4050,HANG_DROP,FALL,136,0,CEILING
2025-08-19 21:49:28,203770,4086,ENTER_STATE,LAND,136,703,FALL->LAND
2025-08-19 21:49:29,204509,4102,ENTER_STATE,IDLE,136,703,LAND->IDLE
2025-08-19 21:49:34,210239,4224,ENTER_STATE,WALK,136,688,setWalk
2025-08-19 21:49:34,210240,4224,FACE,WALK,136,688,LEFT
2025-08-19 21:49:34,210240,4224,AI_DECISION,WALK,136,688,WALK dir=L
2025-08-19 21:49:36,211468,4250,WALK_EDGE_GRAB,GRAB_LEFT,0,688,LEFT
2025-08-19 21:49:36,211699,4255,ENTER_STATE,CLIMB_LEFT,0,688,GRAB_LEFT->CLIMB_LEFT
2025-08-19 21:49:38,213482,4293,AI_WALL,CLIMB_LEFT,0,460,PAUSE 93 ticks
2025-08-19 21:49:43,218453,4399,AI_WALL,CLIMB_LEFT,0,382,PAUSE 80 ticks
2025-08-19 21:49:48,223894,4515,AI_WALL,CLIMB_LEFT,0,166,FLIP_DIR UP
2025-08-19 21:49:49,225210,4543,ENTER_STATE,CEILING_ATTACH_LEFT,0,0,CLIMB_LEFT->CEILING_ATTACH_LEFT
2025-08-19 21:49:52,228014,4603,ENTER_STATE,CEILING,0,0,CEILING_ATTACH_LEFT->CEILING
2025-08-19 21:49:56,232214,4692,AI_TOP,CEILING,534,0,PAUSE 80 ticks
2025-08-19 21:50:01,236638,4786,AI_TOP,CEILING,618,0,FLIP_DIR L
2025-08-19 21:50:03,238801,4832,AI_TOP,CEILING,342,0,PAUSE 34 ticks
2025-08-19 21:50:07,243063,4923,CEILING_EDGE_SWING,SWING_LEFT,0,0,LEFT
2025-08-19 21:50:10,245868,4983,ENTER_STATE,CLIMB_LEFT,0,0,SWING_LEFT->CLIMB_LEFT
2025-08-19 21:50:16,251245,5098,ENTER_STATE,DISMOUNT_LEFT,0,688,CLIMB_LEFT->DISMOUNT_LEFT
2025-08-19 21:50:17,252653,5128,ENTER_STATE,IDLE,0,688,DISMOUNT_LEFT->IDLE
2025-08-19 21:50:23,259113,5266,CMD,WALK_TO_LEFT,0,688,startClimbLeft
2025-08-19 21:50:23,259113,5266,AI_DECISION,WALK_TO_LEFT,0,688,CLIMB_LEFT
2025-08-19 21:50:23,259160,5267,WALK_EDGE_GRAB,GRAB_LEFT,0,688,LEFT
2025-08-19 21:50:24,259301,5270,ENTER_STATE,CLIMB_LEFT,0,688,GRAB_LEFT->CLIMB_LEFT
2025-08-19 21:50:26,262128,5330,AI_WALL,CLIMB_LEFT,0,328,FLIP_DIR UP
2025-08-19 21:50:28,263346,5356,AI_WALL,CLIMB_LEFT,0,172,PAUSE 31 ticks
2025-08-19 21:50:30,265582,5403,AI_WALL,CLIMB_LEFT,0,76,FLIP_DIR DOWN
2025-08-19 21:50:30,266133,5415,AI_WALL,CLIMB_LEFT,0,148,FLIP_DIR UP
2025-08-19 21:50:32,267307,5440,ENTER_STATE,CEILING_ATTACH_LEFT,0,0,CLIMB_LEFT->CEILING_ATTACH_LEFT
2025-08-19 21:50:34,270109,5500,ENTER_STATE,CEILING,0,0,CEILING_ATTACH_LEFT->CEILING
2025-08-19 21:50:37,273202,5566,AI_TOP,CEILING,396,0,PAUSE 92 ticks
2025-08-19 21:50:44,279891,5709,AI_TOP,CEILING,702,0,FLIP_DIR L
2025-08-19 21:50:46,282178,5758,AI_TOP,CEILING,408,0,PAUSE 87 ticks
2025-08-19 21:50:54,289928,5913,CEILING_EDGE_SWING,SWING_LEFT,0,0,LEFT
2025-08-19 21:50:57,292769,5973,ENTER_STATE,CLIMB_LEFT,0,0,SWING_LEFT->CLIMB_LEFT
2025-08-19 21:50:57,292917,5976,AI_WALL,CLIMB_LEFT,0,18,FLIP_DIR DOWN
2025-08-19 21:51:00,295993,6041,AI_WALL,CLIMB_LEFT,0,408,FLIP_DIR DOWN
2025-08-19 21:51:01,296607,6054,AI_WALL,CLIMB_LEFT,0,486,PAUSE 45 ticks
2025-08-19 21:51:04,299313,6112,AI_WALL,CLIMB_LEFT,0,564,PAUSE 78 ticks
2025-08-19 21:51:08,303957,6211,ENTER_STATE,DISMOUNT_LEFT,0,688,CLIMB_LEFT->DISMOUNT_LEFT
2025-08-19 21:51:10,305352,6241,ENTER_STATE,IDLE,0,688,DISMOUNT_LEFT->IDLE
2025-08-19 21:51:22,318009,6511,ENTER_STATE,IDLE,0,688,setIdle
2025-08-19 21:51:22,318010,6511,AI_DECISION,IDLE,0,688,IDLE
2025-08-19 21:51:30,326098,6683,CMD,WALK_TO_LEFT,0,688,startClimbLeft
2025-08-19 21:51:30,326098,6683,AI_DECISION,WALK_TO_LEFT,0,688,CLIMB_LEFT
2025-08-19 21:51:30,326143,6684,WALK_EDGE_GRAB,GRAB_LEFT,0,688,LEFT
2025-08-19 21:51:30,326189,6685,ENTER_STATE,CLIMB_LEFT,0,688,GRAB_LEFT->CLIMB_LEFT
2025-08-19 21:51:36,331593,6800,ENTER_STATE,CEILING_ATTACH_LEFT,0,0,CLIMB_LEFT->CEILING_ATTACH_LEFT
2025-08-19 21:51:39,334403,6860,ENTER_STATE,CEILING,0,0,CEILING_ATTACH_LEFT->CEILING
2025-08-19 21:51:41,336290,6900,AI_TOP,CEILING,240,0,PAUSE 106 ticks
2025-08-19 21:51:48,344086,7061,AI_TOP,CEILING,570,0,FLIP_DIR R
2025-08-19 21:51:49,344981,7080,HANG_DROP,FALL,684,0,CEILING
2025-08-19 21:51:51,346769,7116,ENTER_STATE,LAND,684,703,FALL->LAND
2025-08-19 21:51:52,347505,7132,ENTER_STATE,IDLE,684,703,LAND->IDLE
2025-08-19 21:51:59,355205,7296,ENTER_STATE,IDLE,684,688,setIdle
2025-08-19 21:51:59,355206,7296,AI_DECISION,IDLE,684,688,IDLE
2025-08-19 21:52:15,370294,7613,ENTER_STATE,WALK,684,688,setWalk
2025-08-19 21:52:15,370295,7613,FACE,WALK,684,688,RIGHT
2025-08-19 21:52:15,370296,7613,AI_DECISION,WALK,684,688,WALK dir=R
2025-08-19 21:52:21,376496,7737,WALK_EDGE_GRAB,GRAB_RIGHT,1408,688,RIGHT
2025-08-19 21:52:21,376627,7740,ENTER_STATE,CLIMB_RIGHT,1408,688,GRAB_RIGHT->CLIMB_RIGHT
2025-08-19 21:52:26,381520,7842,AI_WALL,CLIMB_RIGHT,1408,76,PAUSE 50 ticks
2025-08-19 21:52:29,384474,7905,ENTER_STATE,CEILING_ATTACH_RIGHT,1408,0,CLIMB_RIGHT->CEILING_ATTACH_RIGHT
2025-08-19 21:52:32,387286,7965,ENTER_STATE,CEILING,1408,0,CEILING_ATTACH_RIGHT->CEILING
2025-08-19 21:52:33,388699,7995,AI_TOP,CEILING,1228,0,FLIP_DIR R
2025-08-19 21:52:34,390096,8025,CEILING_EDGE_SWING,SWING_RIGHT,1408,0,RIGHT
2025-08-19 21:52:37,392891,8085,ENTER_STATE,CLIMB_RIGHT,1408,0,SWING_RIGHT->CLIMB_RIGHT
2025-08-19 21:52:38,393875,8106,AI_WALL,CLIMB_RIGHT,1408,126,PAUSE 89 ticks
2025-08-19 21:52:44,400031,8237,AI_WALL,CLIMB_RIGHT,1408,378,PAUSE 87 ticks
2025-08-19 21:52:51,406568,8376,ENTER_STATE,DISMOUNT_RIGHT,1408,688,CLIMB_RIGHT->DISMOUNT_RIGHT
2025-08-19 21:52:52,407964,8406,ENTER_STATE,IDLE,1408,688,DISMOUNT_RIGHT->IDLE
2025-08-19 21:53:04,420195,8667,ENTER_STATE,WALK,1408,688,setWalk
2025-08-19 21:53:04,420196,8667,FACE,WALK,1408,688,LEFT
2025-08-19 21:53:04,420196,8667,AI_DECISION,WALK,1408,688,WALK dir=L
2025-08-19 21:53:16,431371,8905,WALK_EDGE_GRAB,GRAB_LEFT,0,688,LEFT
2025-08-19 21:53:16,431601,8910,ENTER_STATE,CLIMB_LEFT,0,688,GRAB_LEFT->CLIMB_LEFT
2025-08-19 21:53:21,436950,9025,ENTER_STATE,CEILING_ATTACH_LEFT,0,0,CLIMB_LEFT->CEILING_ATTACH_LEFT
2025-08-19 21:53:24,439732,9085,ENTER_STATE,CEILING,0,0,CEILING_ATTACH_LEFT->CEILING
2025-08-19 21:53:24,439733,9085,AI_TOP,CEILING,0,0,FLIP_DIR R
2025-08-19 21:53:33,448858,9281,AI_TOP,CEILING,1176,0,PAUSE 52 ticks
2025-08-19 21:53:36,452127,9351,AI_TOP,CEILING,1284,0,FLIP_DIR R
2025-08-19 21:53:37,453107,9372,CEILING_EDGE_SWING,SWING_RIGHT,1408,0,RIGHT
2025-08-19 21:53:40,455898,9432,ENTER_STATE,CLIMB_RIGHT,1408,0,SWING_RIGHT->CLIMB_RIGHT
2025-08-19 21:53:42,458222,9482,AI_WALL,CLIMB_RIGHT,1408,300,PAUSE 54 ticks
2025-08-19 21:53:48,463777,9601,ENTER_STATE,DISMOUNT_RIGHT,1408,688,CLIMB_RIGHT->DISMOUNT_RIGHT
2025-08-19 21:53:49,465163,9631,ENTER_STATE,IDLE,1408,688,DISMOUNT_RIGHT->IDLE
2025-08-19 21:54:02,477271,9890,ENTER_STATE,IDLE,1408,688,setIdle
2025-08-19 21:54:02,477272,9890,AI_DECISION,IDLE,1408,688,IDLE
2025-08-19 21:54:16,492241,10210,ENTER_STATE,WALK,1408,688,setWalk
2025-08-19 21:54:16,492241,10210,FACE,WALK,1408,688,RIGHT
2025-08-19 21:54:16,492241,10210,AI_DECISION,WALK,1408,688,WALK dir=R
2025-08-19 21:54:17,492288,10211,WALK_EDGE_GRAB,GRAB_RIGHT,1408,688,RIGHT
2025-08-19 21:54:17,492476,10215,ENTER_STATE,CLIMB_RIGHT,1408,688,GRAB_RIGHT->CLIMB_RIGHT
2025-08-19 21:54:22,497853,10330,ENTER_STATE,CEILING_ATTACH_RIGHT,1408,0,CLIMB_RIGHT->CEILING_ATTACH_RIGHT
