time,uptime_ms,tick,action,state,x,y,detail
2025-08-19 00:21:57,28,0,INIT,FALL,48,48,spawn
2025-08-19 00:21:58,380,0,REC_ON,FALL,48,48,
2025-08-19 00:21:58,380,0,SPEED,FALL,48,48,3
2025-08-19 00:21:59,2198,32,ENTER_STATE,LAND,48,688,FALL->LAND
2025-08-19 00:22:00,2942,48,ENTER_STATE,IDLE,48,688,LAND->IDLE
2025-08-19 00:22:02,5043,93,ENTER_STATE,WALK,48,688,setWalk
2025-08-19 00:22:02,5044,93,FACE,WALK,48,688,RIGHT
2025-08-19 00:22:02,5044,93,AI_DECISION,WALK,48,688,WALK dir=R
2025-08-19 00:22:13,15800,323,WALK_EDGE_GRAB,GRAB_RIGHT,1408,688,RIGHT
2025-08-19 00:22:13,15892,325,ENTER_STATE,CLIMB_RIGHT,1408,688,GRAB_RIGHT->CLIMB_RIGHT
2025-08-19 00:22:15,17996,370,AI_WALL,CLIMB_RIGHT,1408,418,PAUSE 61 ticks
2025-08-19 00:22:18,20936,433,AI_WALL,CLIMB_RIGHT,1408,406,FLIP_DIR UP
2025-08-19 00:22:20,22474,466,AI_WALL,CLIMB_RIGHT,1408,208,FLIP_DIR UP
2025-08-19 00:22:21,24097,500,SPEED,CLIMB_RIGHT,1408,4,4
2025-08-19 00:22:21,24111,501,ENTER_STATE,CEILING_ATTACH_RIGHT,1408,0,CLIMB_RIGHT->CEILING_ATTACH_RIGHT
2025-08-19 00:22:22,25056,521,SPEED,CEILING_ATTACH_RIGHT,1408,0,5
2025-08-19 00:22:23,25372,528,SPEED,CEILING_ATTACH_RIGHT,1408,0,6
2025-08-19 00:22:23,25530,531,SPEED,CEILING_ATTACH_RIGHT,1408,0,7
2025-08-19 00:22:23,25699,535,SPEED,CEILING_ATTACH_RIGHT,1408,0,8
2025-08-19 00:22:23,25862,538,SPEED,CEILING_ATTACH_RIGHT,1408,0,9
2025-08-19 00:22:23,26013,541,SPEED,CEILING_ATTACH_RIGHT,1408,0,10
2025-08-19 00:22:24,26907,561,ENTER_STATE,CEILING,1408,0,CEILING_ATTACH_RIGHT->CEILING
2025-08-19 00:22:25,27515,574,AI_TOP,CEILING,1148,0,FLIP_DIR L
2025-08-19 00:22:26,28721,599,SPEED,CEILING,648,0,2
2025-08-19 00:22:27,29662,620,AI_TOP,CEILING,564,0,PAUSE 101 ticks
2025-08-19 00:22:29,31969,669,SPEED,CEILING,564,0,3
2025-08-19 00:22:36,38528,810,AI_TOP,CEILING,30,0,PAUSE 54 ticks
2025-08-19 00:22:39,41292,869,CEILING_EDGE_SWING,SWING_LEFT,0,0,LEFT
2025-08-19 00:22:41,44094,929,ENTER_STATE,CLIMB_LEFT,0,0,SWING_LEFT->CLIMB_LEFT
2025-08-19 00:22:46,48869,1031,AI_WALL,CLIMB_LEFT,0,612,PAUSE 41 ticks
2025-08-19 00:22:49,51394,1085,ENTER_STATE,DISMOUNT_LEFT,0,688,CLIMB_LEFT->DISMOUNT_LEFT
2025-08-19 00:22:50,52787,1115,ENTER_STATE,IDLE,0,688,DISMOUNT_LEFT->IDLE
2025-08-19 00:22:53,55734,1178,CMD,WALK_TO_LEFT,0,688,startClimbLeft
2025-08-19 00:22:53,55734,1178,AI_DECISION,WALK_TO_LEFT,0,688,CLIMB_LEFT
2025-08-19 00:22:53,55781,1179,WALK_EDGE_GRAB,GRAB_LEFT,0,688,LEFT
2025-08-19 00:22:53,55828,1180,ENTER_STATE,CLIMB_LEFT,0,688,GRAB_LEFT->CLIMB_LEFT
2025-08-19 00:22:58,60354,1277,AI_WALL,CLIMB_LEFT,0,106,FLIP_DIR UP
2025-08-19 00:22:58,60634,1283,AI_WALL,CLIMB_LEFT,0,70,PAUSE 39 ticks
2025-08-19 00:23:00,63018,1334,ENTER_STATE,CEILING_ATTACH_LEFT,0,0,CLIMB_LEFT->CEILING_ATTACH_LEFT
2025-08-19 00:23:03,65812,1394,ENTER_STATE,CEILING,0,0,CEILING_ATTACH_LEFT->CEILING
2025-08-19 00:23:03,66093,1400,AI_TOP,CEILING,36,0,PAUSE 106 ticks
2025-08-19 00:23:14,76695,1627,AI_TOP,CEILING,762,0,FLIP_DIR L
2025-08-19 00:23:19,82076,1742,AI_TOP,CEILING,72,0,PAUSE 51 ticks
2025-08-19 00:23:21,83380,1770,HANG_DROP,FALL,72,0,CEILING
2025-08-19 00:23:22,85015,1805,ENTER_STATE,LAND,72,688,FALL->LAND
2025-08-19 00:23:23,85759,1821,ENTER_STATE,IDLE,72,688,LAND->IDLE
2025-08-19 00:23:25,87393,1856,ENTER_STATE,WALK,72,688,setWalk
2025-08-19 00:23:25,87393,1856,FACE,WALK,72,688,RIGHT
2025-08-19 00:23:25,87393,1856,AI_DECISION,WALK,72,688,WALK dir=R
2025-08-19 00:23:30,92696,1969,DRAG_START,DRAG,735,688,
2025-08-19 00:23:30,92905,1974,DRAG_END,IDLE,735,688,
2025-08-19 00:23:39,101348,2155,ENTER_STATE,IDLE,735,688,setIdle
2025-08-19 00:23:39,101349,2155,AI_DECISION,IDLE,735,688,IDLE
2025-08-19 00:23:44,106493,2265,CMD,WALK_TO_LEFT,735,688,startClimbLeft
2025-08-19 00:23:44,106493,2265,AI_DECISION,WALK_TO_LEFT,735,688,CLIMB_LEFT
2025-08-19 00:23:50,112348,2390,WALK_EDGE_GRAB,GRAB_LEFT,0,688,LEFT
2025-08-19 00:23:50,112579,2395,ENTER_STATE,CLIMB_LEFT,0,688,GRAB_LEFT->CLIMB_LEFT
2025-08-19 00:23:51,113326,2411,AI_WALL,CLIMB_LEFT,0,592,PAUSE 82 ticks
2025-08-19 00:23:58,120787,2570,AI_WALL,CLIMB_LEFT,0,130,PAUSE 37 ticks
2025-08-19 00:24:01,123545,2629,ENTER_STATE,CEILING_ATTACH_LEFT,0,0,CLIMB_LEFT->CEILING_ATTACH_LEFT
2025-08-19 00:24:04,126363,2689,ENTER_STATE,CEILING,0,0,CEILING_ATTACH_LEFT->CEILING
2025-08-19 00:24:07,129979,2766,AI_TOP,CEILING,324,0,FLIP_DIR R
2025-08-19 00:24:14,136728,2910,HANG_DROP,FALL,1188,0,CEILING
2025-08-19 00:24:16,138367,2945,ENTER_STATE,LAND,1188,688,FALL->LAND
2025-08-19 00:24:16,139115,2961,ENTER_STATE,IDLE,1188,688,LAND->IDLE
2025-08-19 00:24:20,142284,3029,ENTER_STATE,IDLE,1188,688,setIdle
2025-08-19 00:24:20,142284,3029,AI_DECISION,IDLE,1188,688,IDLE
2025-08-19 00:24:26,149231,3178,ENTER_STATE,WALK,1188,688,setWalk
2025-08-19 00:24:26,149231,3178,FACE,WALK,1188,688,RIGHT
2025-08-19 00:24:26,149231,3178,AI_DECISION,WALK,1188,688,WALK dir=R
2025-08-19 00:24:28,151103,3218,WALK_EDGE_GRAB,GRAB_RIGHT,1408,688,RIGHT
2025-08-19 00:24:28,151195,3220,ENTER_STATE,CLIMB_RIGHT,1408,688,GRAB_RIGHT->CLIMB_RIGHT
2025-08-19 00:24:33,155681,3316,AI_WALL,CLIMB_RIGHT,1408,112,FLIP_DIR DOWN
2025-08-19 00:24:34,156520,3334,AI_WALL,CLIMB_RIGHT,1408,220,PAUSE 55 ticks
2025-08-19 00:24:36,158668,3380,IDLE_SLEEP_PLAN,FALL,1408,220,FALL then walkToCorner RIGHT
2025-08-19 00:24:37,159761,3403,ENTER_STATE,LAND,1408,688,FALL->LAND
2025-08-19 00:24:38,160510,3419,AFTER_LAND,SLEEP_WALK_TO_CORNER,1408,688,SLEEP_WALK_TO_CORNER
2025-08-19 00:24:38,160557,3420,ENTER_STATE,YAWN,1408,688,SLEEP_WALK_TO_CORNER->YAWN
2025-08-19 00:24:40,162655,3465,ENTER_STATE,SLEEP,1408,688,YAWN->SLEEP
2025-08-19 00:25:51,233711,4986,SLEEP_PRESS,SLEEP,1408,688,
2025-08-19 00:25:51,233922,4991,WAKE_BY_CLICK,WAKE,1408,688,
2025-08-19 00:25:57,239655,5114,CMD,WALK_TO_RIGHT,1408,688,startClimbRight
2025-08-19 00:25:57,239655,5114,AI_DECISION,WALK_TO_RIGHT,1408,688,CLIMB_RIGHT
2025-08-19 00:25:57,239702,5115,WALK_EDGE_GRAB,GRAB_RIGHT,1408,688,RIGHT
2025-08-19 00:25:57,239933,5120,ENTER_STATE,CLIMB_RIGHT,1408,688,GRAB_RIGHT->CLIMB_RIGHT
2025-08-19 00:25:57,239980,5121,ENTER_STATE,DISMOUNT_RIGHT,1408,688,CLIMB_RIGHT->DISMOUNT_RIGHT
2025-08-19 00:25:59,241378,5151,ENTER_STATE,IDLE,1408,688,DISMOUNT_RIGHT->IDLE
2025-08-19 00:26:03,245875,5247,CMD,WALK_TO_RIGHT,1408,688,startClimbRight
2025-08-19 00:26:03,245875,5247,AI_DECISION,WALK_TO_RIGHT,1408,688,CLIMB_RIGHT
2025-08-19 00:26:03,245923,5248,WALK_EDGE_GRAB,GRAB_RIGHT,1408,688,RIGHT
2025-08-19 00:26:03,246016,5250,ENTER_STATE,CLIMB_RIGHT,1408,688,GRAB_RIGHT->CLIMB_RIGHT
2025-08-19 00:26:03,246063,5251,ENTER_STATE,DISMOUNT_RIGHT,1408,688,CLIMB_RIGHT->DISMOUNT_RIGHT
2025-08-19 00:26:05,247466,5281,ENTER_STATE,IDLE,1408,688,DISMOUNT_RIGHT->IDLE
2025-08-19 00:26:09,251459,5366,ENTER_STATE,WALK,1408,688,setWalk
2025-08-19 00:26:09,251459,5366,FACE,WALK,1408,688,LEFT
2025-08-19 00:26:09,251459,5366,AI_DECISION,WALK,1408,688,WALK dir=L
2025-08-19 00:26:20,262645,5604,WALK_EDGE_GRAB,GRAB_LEFT,0,688,LEFT
2025-08-19 00:26:20,262690,5605,ENTER_STATE,CLIMB_LEFT,0,688,GRAB_LEFT->CLIMB_LEFT
